DEBUG,2021-11-01 19:42:08,008,socket_raw_receive
DEBUG,2021-11-01 19:42:08,008,socket_response
DEBUG,2021-11-01 19:42:08,009,message
DEBUG,2021-11-01 19:42:08,025,command_completion
DEBUG,2021-11-01 19:42:10,754,socket_raw_receive
DEBUG,2021-11-01 19:42:10,754,socket_response
DEBUG,2021-11-01 19:42:10,755,message
DEBUG,2021-11-01 19:42:10,755,command
DEBUG,2021-11-01 19:42:10,893,socket_raw_receive
DEBUG,2021-11-01 19:42:10,894,socket_response
DEBUG,2021-11-01 19:42:10,894,message
DEBUG,2021-11-01 19:42:10,913,command_completion
DEBUG,2021-11-01 19:42:16,463,socket_raw_receive
DEBUG,2021-11-01 19:42:16,464,socket_response
DEBUG,2021-11-01 19:42:16,464,typing
DEBUG,2021-11-01 19:42:19,146,socket_raw_receive
DEBUG,2021-11-01 19:42:19,146,socket_response
DEBUG,2021-11-01 19:42:19,147,message
DEBUG,2021-11-01 19:42:19,147,command
DEBUG,2021-11-01 19:42:19,334,socket_raw_receive
DEBUG,2021-11-01 19:42:19,335,socket_response
DEBUG,2021-11-01 19:42:19,335,message
