DEBUG,2021-11-25 18:47:46,883,Keeping shard ID None websocket alive with sequence 26.
DEBUG,2021-11-25 18:48:28,135,Keeping shard ID None websocket alive with sequence 26.
DEBUG,2021-11-25 18:49:09,387,Keeping shard ID None websocket alive with sequence 28.
DEBUG,2021-11-25 18:49:50,638,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:50:31,890,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:51:13,143,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:51:54,398,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:52:35,652,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:53:16,904,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:53:58,160,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:54:39,411,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:55:20,662,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:56:01,913,Keeping shard ID None websocket alive with sequence 36.
DEBUG,2021-11-25 18:56:43,164,Keeping shard ID None websocket alive with sequence 38.
DEBUG,2021-11-25 18:57:24,415,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 18:58:05,667,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 18:58:46,918,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 18:59:28,169,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:00:09,420,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:00:50,671,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:01:31,922,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:02:13,174,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:02:54,427,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:03:35,681,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:04:16,932,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:04:58,183,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:05:39,436,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:06:20,687,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:07:01,940,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:07:43,192,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:08:24,445,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:09:05,697,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:09:46,948,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:10:28,199,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:11:09,451,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:11:50,702,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:12:31,953,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:13:13,204,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:13:54,455,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:14:35,710,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:15:16,962,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:15:58,213,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:16:39,464,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:17:20,716,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:18:01,967,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:18:43,218,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:19:24,469,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:20:05,720,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:20:46,971,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:21:28,223,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:22:09,474,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:22:50,725,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:23:31,977,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:24:13,228,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:24:54,480,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:25:35,731,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:26:16,982,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:26:58,233,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:27:39,486,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:28:20,737,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:29:01,988,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:29:43,239,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:30:24,490,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:31:05,742,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:31:46,993,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:32:28,244,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:33:09,496,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:33:50,747,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:34:31,999,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:35:13,250,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:35:54,503,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:36:35,754,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:37:17,006,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:37:58,257,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:38:39,508,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:39:20,760,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:40:02,011,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:40:43,262,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:41:24,513,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:42:05,765,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:42:47,016,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:43:28,267,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:44:09,522,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:44:50,775,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:45:32,026,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:46:13,278,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:46:54,529,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:47:35,780,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:48:17,031,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:48:58,282,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:49:39,534,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:50:20,789,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:51:02,040,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:51:43,291,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:52:24,544,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:53:05,797,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:53:47,048,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:54:28,300,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:55:09,551,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:55:50,803,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:56:32,054,Keeping shard ID None websocket alive with sequence 39.
DEBUG,2021-11-25 19:57:13,305,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 19:57:54,557,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 19:58:35,808,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 19:59:17,059,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 19:59:58,310,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:00:39,561,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:01:20,812,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:02:02,065,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:02:43,317,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:03:24,570,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:04:05,821,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:04:47,073,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:05:28,325,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:06:09,576,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:06:50,827,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:07:32,079,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:08:13,330,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:08:54,581,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:09:35,833,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:10:17,085,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:10:58,336,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:11:39,587,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:12:20,838,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:13:02,089,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:13:43,341,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:14:24,592,Keeping shard ID None websocket alive with sequence 40.
DEBUG,2021-11-25 20:15:05,843,Keeping shard ID None websocket alive with sequence 43.
DEBUG,2021-11-25 20:15:47,098,Keeping shard ID None websocket alive with sequence 48.
DEBUG,2021-11-25 20:16:28,349,Keeping shard ID None websocket alive with sequence 57.
DEBUG,2021-11-25 20:17:09,600,Keeping shard ID None websocket alive with sequence 66.
